id,uri,primary_name_display,country
110,http://dx.doi.org/10.13039/100005490,James Madison Memorial Fellowship Foundation,""
111,http://dx.doi.org/10.13039/100001923,Wisconsin Public Service Foundation,""
112,http://dx.doi.org/10.13039/100006102,Northeast SARE,""
113,http://dx.doi.org/10.13039/100006106,Bone and Joint Decade Canada,""
114,http://dx.doi.org/10.13039/100006128,Office of Infrastructure and Environment,""
115,http://dx.doi.org/10.13039/100004787,Spirit Mountain Community Fund,""
116,http://dx.doi.org/10.13039/100004780,"Novell, Inc.",""
117,http://dx.doi.org/10.13039/100004778,"NIKE, Inc.",""
118,http://dx.doi.org/10.13039/100005475,Bemis Center for Contemporary Arts,""
119,http://dx.doi.org/10.13039/501100001148,Australian Museum,""
120,http://dx.doi.org/10.13039/100004789,State Farm,""
121,http://dx.doi.org/10.13039/100005470,"W. R. Poage Legislative Library, Baylor University",""
122,http://dx.doi.org/10.13039/100004768,M & T Bank,""
123,http://dx.doi.org/10.13039/501100001161,Australian Society of Anaesthetists,""
124,http://dx.doi.org/10.13039/100004761,Hallmark,""
125,http://dx.doi.org/10.13039/100004757,General Mills,""
126,http://dx.doi.org/10.13039/100004751,Citigroup Inc.,""
127,http://dx.doi.org/10.13039/100003204,North Dakota Humanities Council,""
128,http://dx.doi.org/10.13039/100005450,Division of Administrative Services,""
129,http://dx.doi.org/10.13039/100001125,GAVI Alliance,""
130,http://dx.doi.org/10.13039/100001129,Georgia Cancer Coalition,""
131,http://dx.doi.org/10.13039/100005506,Blue Cross and Blue Shield of Florida Foundation,""
132,http://dx.doi.org/10.13039/100003156,Musella Foundation For Brain Tumor Research and Information,""
133,http://dx.doi.org/10.13039/501100000625,Great Britain Sasakawa Foundation,""
134,http://dx.doi.org/10.13039/100003172,National Kidney Foundation of Maryland,""
135,http://dx.doi.org/10.13039/501100000636,"Institute for Reformation Studies, University of St Andrews",""
136,http://dx.doi.org/10.13039/501100000642,Iolanthe Midwifery Trust,""
137,http://dx.doi.org/10.13039/501100000555,British Microcirculation Society,""
138,http://dx.doi.org/10.13039/100006110,Academy of Nutrition and Dietetics Foundation,""
139,http://dx.doi.org/10.13039/100003180,National Lung Cancer Partnership,""
140,http://dx.doi.org/10.13039/100001081,Herbert H. and Grace A. Dow Foundation,""
141,http://dx.doi.org/10.13039/100002607,American Speech-Language-Hearing Foundation,""
142,http://dx.doi.org/10.13039/100002616,Anxiety Disorders Association of America,""
143,http://dx.doi.org/10.13039/100006189,Office of International Nuclear Energy Policy and Cooperation,""
144,http://dx.doi.org/10.13039/100001971,K&F Baxter Family Foundation,""
145,http://dx.doi.org/10.13039/501100001072,Australian Institute of Criminology,""
146,http://dx.doi.org/10.13039/100001103,"Richard M. Fairbanks Foundation, Inc.",""
147,http://dx.doi.org/10.13039/100001115,Foster Foundation,""
148,http://dx.doi.org/10.13039/100001087,Jessie Ball duPont Fund,""
149,http://dx.doi.org/10.13039/100001054,Community Foundation of the Ozarks,""
150,http://dx.doi.org/10.13039/100002610,Amschwand Sarcoma Cancer Foundation,""
151,http://dx.doi.org/10.13039/100001964,The Atlanta Women's Foundation,""
152,http://dx.doi.org/10.13039/100001972,Beaver County Foundation,""
153,http://dx.doi.org/10.13039/501100001074,National Library of Australia,""
154,http://dx.doi.org/10.13039/501100001065,Australian Diabetes Society,""
155,http://dx.doi.org/10.13039/100004675,"Autodesk, Inc.",""
156,http://dx.doi.org/10.13039/100002672,"Blacksmith Institute, Inc.",""
157,http://dx.doi.org/10.13039/501100000608,London Mathematical Society,""
158,http://dx.doi.org/10.13039/501100000606,Clore Duffield Foundation,""
236,http://dx.doi.org/10.13039/100002465,Delta,""
159,http://dx.doi.org/10.13039/100005515,Bread and Roses Community Fund,""
160,http://dx.doi.org/10.13039/100005518,"Dolph Briscoe Center for American History, University of Texas, Austin",""
161,http://dx.doi.org/10.13039/501100001866,Fonds National de la Reserche Luxembourg,""
162,http://dx.doi.org/10.13039/100005347,American Association for the Study of Liver Diseases,""
163,http://dx.doi.org/10.13039/501100001024,Australian Spinal Research Foundation,""
164,http://dx.doi.org/10.13039/501100001901,"ARA Conference, Australian Rheumatology Association",""
165,http://dx.doi.org/10.13039/501100001036,Australian Rotary Health,""
166,http://dx.doi.org/10.13039/100004894,Pennsylvania Attorney General,""
167,http://dx.doi.org/10.13039/501100001034,Australian Liver Foundation,""
168,http://dx.doi.org/10.13039/100001021,Damon Runyon Cancer Research Foundation,""
169,http://dx.doi.org/10.13039/100006045,Threshold Foundation,""
170,http://dx.doi.org/10.13039/100001023,Amon G. Carter Foundation,""
171,http://dx.doi.org/10.13039/100005374,American Institute of Ultrasound in Medicine,""
172,http://dx.doi.org/10.13039/501100000551,British Institute for the Study of Iraq,""
173,http://dx.doi.org/10.13039/501100000539,British and Foreign School Society,""
174,http://dx.doi.org/10.13039/100005319,Academy of Natural Sciences,""
175,http://dx.doi.org/10.13039/501100001961,AXA Research Fund,""
176,http://dx.doi.org/10.13039/100005307,Alexia Foundation for World Peace,""
177,http://dx.doi.org/10.13039/100005313,American Association of Cereal Chemists International Foundation,""
178,http://dx.doi.org/10.13039/100005310,Klarman Family Foundation,""
179,http://dx.doi.org/10.13039/501100001044,Dairy Australia,""
180,http://dx.doi.org/10.13039/100005326,Yale University,""
181,http://dx.doi.org/10.13039/501100001039,Neurosurgical Research Foundation,""
182,http://dx.doi.org/10.13039/501100000590,"Christ's College, University of Cambridge",""
183,http://dx.doi.org/10.13039/100005334,Amarillo Area Foundation,""
184,http://dx.doi.org/10.13039/100005331,American Brain Foundation,""
185,http://dx.doi.org/10.13039/100003262,Pink Ribbons Project,""
186,http://dx.doi.org/10.13039/100002575,American College of Obstetricians and Gynecologists,""
187,http://dx.doi.org/10.13039/100001334,The Sierra Club Foundation,""
188,http://dx.doi.org/10.13039/100001330,Dr. Scholl Foundation,""
189,http://dx.doi.org/10.13039/100001320,ROSWELL PARK CANCER INSTITUTE,""
190,http://dx.doi.org/10.13039/100001351,The Steele Foundation,""
191,http://dx.doi.org/10.13039/100001375,Wallace Genetic Foundation,""
192,http://dx.doi.org/10.13039/100006039,TIAA-CREF Institute,""
193,http://dx.doi.org/10.13039/100001819,International Rett Syndrome Foundation,""
194,http://dx.doi.org/10.13039/100006004,Rob and Bessie Welder Wildlife Foundation,""
195,http://dx.doi.org/10.13039/100004802,California Breast Cancer Research Program,""
196,http://dx.doi.org/10.13039/100001841,Charles and Mildred Schnurmacher Foundation,""
197,http://dx.doi.org/10.13039/100006085,Office of Disease Prevention,""
198,http://dx.doi.org/10.13039/100006034,University of Southern California,""
199,http://dx.doi.org/10.13039/100006026,United States Pharmacopeia,""
200,http://dx.doi.org/10.13039/100006027,United States Institute for Theatre Technology,""
201,http://dx.doi.org/10.13039/100006013,Waitt Family Foundation,""
202,http://dx.doi.org/10.13039/100004807,California Department of Fish and Game,""
203,http://dx.doi.org/10.13039/100001842,Schott Foundation for Public Education,""
204,http://dx.doi.org/10.13039/100001851,SeaWorld and Busch Gardens Conservation Fund,""
205,http://dx.doi.org/10.13039/100001863,Society of Manufacturing Engineers Education Foundation,""
206,http://dx.doi.org/10.13039/100006058,St. Baldrick's Foundation,""
207,http://dx.doi.org/10.13039/100006064,Sontag Foundation,""
208,http://dx.doi.org/10.13039/100004792,THE HOME DEPOT,""
209,http://dx.doi.org/10.13039/100002559,"Alpha Omega Foundation, Inc.",""
210,http://dx.doi.org/10.13039/100003229,Pacific Pioneer Fund,""
211,http://dx.doi.org/10.13039/100003236,The Park Foundation,""
212,http://dx.doi.org/10.13039/100002590,American Lung Association,""
213,http://dx.doi.org/10.13039/100005730,Alaska Space Grant Program,""
214,http://dx.doi.org/10.13039/100005708,EMC,""
215,http://dx.doi.org/10.13039/501100001667,European Research Consortium for Informatics and Mathematics (ERCIM),""
216,http://dx.doi.org/10.13039/501100001660,Ernst Schering Foundation,""
217,http://dx.doi.org/10.13039/100002427,Ford Motor Company,""
218,http://dx.doi.org/10.13039/100002438,Weyerhaeuser Company,""
219,http://dx.doi.org/10.13039/501100001686,European University Institute,""
220,http://dx.doi.org/10.13039/100001284,PEF ISRAEL ENDOWMENT FUNDS,""
221,http://dx.doi.org/10.13039/100001291,PETCO Foundation,""
222,http://dx.doi.org/10.13039/100001299,Prevent Cancer Foundation,""
223,http://dx.doi.org/10.13039/100003558,AEG Foundation,""
224,http://dx.doi.org/10.13039/100001393,Wilburforce Foundation,""
225,http://dx.doi.org/10.13039/501100000404,Foundation for Liver Research,""
226,http://dx.doi.org/10.13039/501100000413,Foyle Foundation,""
227,http://dx.doi.org/10.13039/100001313,RGK Foundation,""
228,http://dx.doi.org/10.13039/100001391,Whitehall Foundation,""
229,http://dx.doi.org/10.13039/100005685,"Department of Genetics, University of Alabama, Birmingham",""
230,http://dx.doi.org/10.13039/100001317,Richmond County Savings Foundation,""
231,http://dx.doi.org/10.13039/100005656,Congressional Hispanic Caucus Institute,""
232,http://dx.doi.org/10.13039/100001300,The T. Rowe Price Program for Charitable GivingSM,""
233,http://dx.doi.org/10.13039/100005642,Biofuels Center of North Carolina,""
234,http://dx.doi.org/10.13039/501100001631,University College Dublin,""
235,http://dx.doi.org/10.13039/501100001627,Marine Institute,""
237,http://dx.doi.org/10.13039/501100001653,Gerda Henkel Foundation,""
238,http://dx.doi.org/10.13039/501100001649,European Geosciences Union,""
239,http://dx.doi.org/10.13039/501100000335,Royal Anthropological Institute,""
240,http://dx.doi.org/10.13039/100000982,Conquer Cancer Foundation,""
241,http://dx.doi.org/10.13039/100002285,Pride Foundation,""
242,http://dx.doi.org/10.13039/501100000302,Hypertension Trust,""
243,http://dx.doi.org/10.13039/501100001715,International Institute for Asian Studies,""
244,http://dx.doi.org/10.13039/100005538,"Annenberg School for Communication and Journalism, University of South California",""
245,http://dx.doi.org/10.13039/501100001720,Nutricia Research Foundation,""
246,http://dx.doi.org/10.13039/100001235,"The Medical Foundation of North Carolina, Inc.",""
247,http://dx.doi.org/10.13039/100003354,"Schulz Charitable Foundation, Inc.",""
248,http://dx.doi.org/10.13039/100004456,Terra Viva Grants,""
249,http://dx.doi.org/10.13039/501100000393,Neuroblastoma Society,""
250,http://dx.doi.org/10.13039/100001267,NFL Charities,""
251,http://dx.doi.org/10.13039/100001254,John P. Murphy Foundation,""
252,http://dx.doi.org/10.13039/100001249,Morgan Family Foundation,""
253,http://dx.doi.org/10.13039/100005571,Z. Smith Reynolds Foundation,""
254,http://dx.doi.org/10.13039/100003579,American Friends of the Alexander von Humboldt Foundation,""
255,http://dx.doi.org/10.13039/100004449,Commonwealth Forestry Association,""
256,http://dx.doi.org/10.13039/100004432,International Union Against Cancer,""
257,http://dx.doi.org/10.13039/100000904,Lynde and Harry Bradley Foundation,""
258,http://dx.doi.org/10.13039/100001273,Noyce Foundation,""
259,http://dx.doi.org/10.13039/100003392,Sjogren's Syndrome Foundation,""
260,http://dx.doi.org/10.13039/501100000353,Esmée Fairbairn Foundation,""
261,http://dx.doi.org/10.13039/100005579,"Center for Law, Society, and Culture, Indiana University, Bloomington",""
262,http://dx.doi.org/10.13039/100000960,American College of Rheumatology Research and Education Foundation,""
263,http://dx.doi.org/10.13039/100005568,"Water Resources Research Institute, North Carolina State University",""
264,http://dx.doi.org/10.13039/100005566,Ethicon Endo-Surgery,""
265,http://dx.doi.org/10.13039/501100000325,Wellbeing of Women,""
266,http://dx.doi.org/10.13039/100000169,Division of Behavioral and Cognitive Sciences,""
267,http://dx.doi.org/10.13039/501100000334,International Spinal Research Trust,""
268,http://dx.doi.org/10.13039/100005637,MDC,""
269,http://dx.doi.org/10.13039/501100001734,University of Copenhagen,""
270,http://dx.doi.org/10.13039/100002340,Stanley Smith Horticultural Trust,""
271,http://dx.doi.org/10.13039/100002322,Schlumberger Foundation,""
272,http://dx.doi.org/10.13039/501100001791,Griffith University,""
273,http://dx.doi.org/10.13039/100000074,U.S. Department of Justice,""
274,http://dx.doi.org/10.13039/100000086,Directorate for Mathematical and Physical Sciences,""
275,http://dx.doi.org/10.13039/100001181,Inova Health System Foundation,""
276,http://dx.doi.org/10.13039/100003417,"Virginia Hodgkins Somers Foundation, Inc.",""
277,http://dx.doi.org/10.13039/100001174,Houston Endowment,""
278,http://dx.doi.org/10.13039/100004380,"USAA, Inc.",""
279,http://dx.doi.org/10.13039/100002288,Matt's Promise Foundation,""
280,http://dx.doi.org/10.13039/501100001730,Volvo Environment Prize Foundation,""
281,http://dx.doi.org/10.13039/100005529,Catching the Dream,""
282,http://dx.doi.org/10.13039/100000932,Marguerite Casey Foundation,""
283,http://dx.doi.org/10.13039/501100001729,Swedish Foundation for Strategic Research,""
284,http://dx.doi.org/10.13039/501100000319,Alzheimer's Research Trust,""
285,http://dx.doi.org/10.13039/100002253,Netherland America Foundation,""
286,http://dx.doi.org/10.13039/100000939,Abell-Hanger Foundation,""
287,http://dx.doi.org/10.13039/100000949,Akron General Development Foundation,""
288,http://dx.doi.org/10.13039/100002254,New England Biolabs Foundation,""
289,http://dx.doi.org/10.13039/501100001775,University of Technology Sydney,""
290,http://dx.doi.org/10.13039/501100001766,"Australian National Commission for UNESCO, Department of Foreign Affairs and Trade, Australia",""
291,http://dx.doi.org/10.13039/100002368,Tellabs,""
292,http://dx.doi.org/10.13039/100002338,Val Skinner Foundation,""
293,http://dx.doi.org/10.13039/501100001743,Wolf Foundation,""
294,http://dx.doi.org/10.13039/100001502,Blue Cross Blue Shield of Michigan Foundation,""
295,http://dx.doi.org/10.13039/100004396,Pepsico Inc.,""
296,http://dx.doi.org/10.13039/501100001427,All India Council for Technical Education,""
297,http://dx.doi.org/10.13039/100005945,Izumi Foundation,""
298,http://dx.doi.org/10.13039/100005002,California Department of Public Health,""
299,http://dx.doi.org/10.13039/100000896,Coleman Foundation,""
300,http://dx.doi.org/10.13039/100005954,Kala Art Institute,""
301,http://dx.doi.org/10.13039/100005951,"John Glenn School of Public Affairs, Ohio State University",""
302,http://dx.doi.org/10.13039/100004379,Time Warner Inc.,""
303,http://dx.doi.org/10.13039/100004340,Siemens USA,""
304,http://dx.doi.org/10.13039/100004335,Motorola,""
305,http://dx.doi.org/10.13039/100001581,DeMatteis Family Foundation,""
306,http://dx.doi.org/10.13039/100000003,Boeing,""
307,http://dx.doi.org/10.13039/100005088,Ohio Cancer Research Associates,""
308,http://dx.doi.org/10.13039/100001552,Calvert K. Collins Family Foundation,""
309,http://dx.doi.org/10.13039/100004376,Nationwide,""
310,http://dx.doi.org/10.13039/501100000287,Royal Academy of Engineering,""
311,http://dx.doi.org/10.13039/100001577,John Deere Foundation,""
312,http://dx.doi.org/10.13039/100004324,Astellas Pharma US,""
313,http://dx.doi.org/10.13039/100004314,Hewlett Packard,""
314,http://dx.doi.org/10.13039/100002136,Histiocytosis Association,""
315,http://dx.doi.org/10.13039/100001557,Con Alma Health Foundation,""
316,http://dx.doi.org/10.13039/501100000201,Lawson Foundation,""
317,http://dx.doi.org/10.13039/100005880,"Helen Kellogg Institute for International Studies, University of Notre Dame",""
318,http://dx.doi.org/10.13039/100000042,Amgen Foundation,""
319,http://dx.doi.org/10.13039/100000865,Bill and Melinda Gates Foundation,""
320,http://dx.doi.org/10.13039/100002173,Keeneland Foundation,""
321,http://dx.doi.org/10.13039/100001512,National Brain Tumor Society,""
322,http://dx.doi.org/10.13039/501100000226,Ontario Ministry of Health and Long-Term Care,""
323,http://dx.doi.org/10.13039/100004399,Schawarz Pharma,""
324,http://dx.doi.org/10.13039/501100001461,Ministry of National Development - Singapore,""
325,http://dx.doi.org/10.13039/501100001467,Public Utilities Board - Singapore,""
326,http://dx.doi.org/10.13039/100005917,"Institute on Ethnicity, Culture, and the Modern Experience, Rutgers University",""
327,http://dx.doi.org/10.13039/501100001459,Ministry of Education - Singapore,""
328,http://dx.doi.org/10.13039/501100000931,"Department of Social Services, Australian Government",""
329,http://dx.doi.org/10.13039/501100000926,Leukaemia Foundation,""
330,http://dx.doi.org/10.13039/501100000922,Cleansky,""
331,http://dx.doi.org/10.13039/100001494,Berks County Community Foundation,""
332,http://dx.doi.org/10.13039/501100000953,Foundation for National Parks and Wildlife,""
333,http://dx.doi.org/10.13039/501100000948,Pfizer Australia,""
334,http://dx.doi.org/10.13039/100000883,Brown Foundation,""
335,http://dx.doi.org/10.13039/100003734,Tim Duncan Foundation,""
336,http://dx.doi.org/10.13039/100000879,Alfred P. Sloan Foundation,""
337,http://dx.doi.org/10.13039/100005995,Wisconsin Historical Society,""
338,http://dx.doi.org/10.13039/100005929,International Foundation for Education and Self Help,""
339,http://dx.doi.org/10.13039/501100001451,Institute for Infocomm Research - A STAR,""
340,http://dx.doi.org/10.13039/100002206,Marietta Community Foundation,""
341,http://dx.doi.org/10.13039/100005980,MacPhail Center for Music,""
342,http://dx.doi.org/10.13039/501100001402,New INDIGO,""
343,http://dx.doi.org/10.13039/100005964,"Lamont-Doherty Earth Observatory, Columbia University",""
344,http://dx.doi.org/10.13039/100002241,Nasdaq OMX,""
345,http://dx.doi.org/10.13039/100005977,Kaiser Permanente,""
346,http://dx.doi.org/10.13039/100002248,"National Multiple Sclerosis Society Michigan Chapter, Inc.",""
347,http://dx.doi.org/10.13039/100003781,Richard D. Frisbee III Foundation,""
348,http://dx.doi.org/10.13039/100004422,United Way,""
349,http://dx.doi.org/10.13039/501100001473,Tote board - Singapore,""
350,http://dx.doi.org/10.13039/501100000101,Pierre Elliott Trudeau Foundation,""
351,http://dx.doi.org/10.13039/100005801,Facebook,""
352,http://dx.doi.org/10.13039/100003601,Aetna,""
353,http://dx.doi.org/10.13039/501100001564,Maori Education Trust,""
354,http://dx.doi.org/10.13039/501100001546,Antarctica New Zealand,""
355,http://dx.doi.org/10.13039/501100001550,Education New Zealand,""
356,http://dx.doi.org/10.13039/501100001537,University of Auckland,""
357,http://dx.doi.org/10.13039/100005833,"Bill and Carol Fox Center for Humanistic Inquiry, Emory University",""
358,http://dx.doi.org/10.13039/501100000195,Canada Council for the Arts,""
359,http://dx.doi.org/10.13039/100003597,The Annenberg Foundation Trust at Sunnylands,""
360,http://dx.doi.org/10.13039/501100000986,"Asialink, University of Melbourne",""
361,http://dx.doi.org/10.13039/501100000181,"Toronto Rehab, University of Toronto",""
362,http://dx.doi.org/10.13039/100001448,Alpha-1 Foundation,""
363,http://dx.doi.org/10.13039/100001433,The Edward E. Ford Foundation,""
364,http://dx.doi.org/10.13039/100002037,CSL Behring Foundation for Research and Advancement of Patient Health,""
365,http://dx.doi.org/10.13039/501100000942,Brain Foundation,""
366,http://dx.doi.org/10.13039/501100000975,Kidney Health Australia,""
367,http://dx.doi.org/10.13039/501100000198,Donner Canadian Foundation,""
368,http://dx.doi.org/10.13039/501100000970,Stem Cells Australia,""
369,http://dx.doi.org/10.13039/501100000989,Australian Academy of the Humanities,""
370,http://dx.doi.org/10.13039/100001441,Judith and Jean Pape Adams Charitable Foundation,""
371,http://dx.doi.org/10.13039/501100000187,"Faculty of Graduate Studies, University of British Columbia",""
372,http://dx.doi.org/10.13039/100005770,Wyoming Space Grant Consortium,""
373,http://dx.doi.org/10.13039/100002035,The Hello Friend/Ennis William Cosby Foundation,""
374,http://dx.doi.org/10.13039/100001413,Henry P. Kendall Foundation,""
375,http://dx.doi.org/10.13039/100005790,Georgia Sea Grant,""
376,http://dx.doi.org/10.13039/100001408,Acacia Foundation,""
377,http://dx.doi.org/10.13039/501100000107,"Research Services, University of Calgary",""
378,http://dx.doi.org/10.13039/100002984,Hervey Foundation,""
379,http://dx.doi.org/10.13039/100002071,Edina Realty Foundation,""
380,http://dx.doi.org/10.13039/100002056,The Dickler Family Foundation,""
381,http://dx.doi.org/10.13039/501100001529,Waikato Medical Research Foundation,""
382,http://dx.doi.org/10.13039/501100001514,Creative New Zealand,""
383,http://dx.doi.org/10.13039/501100000097,Society of Canadian Ornithologists,""
384,http://dx.doi.org/10.13039/501100001526,Wellington City Council,""
385,http://dx.doi.org/10.13039/501100001517,New Zealand Law Foundation,""
386,http://dx.doi.org/10.13039/100002926,The Glens Falls Foundation,""
387,http://dx.doi.org/10.13039/501100002082,Health Promotion Agency,""
388,http://dx.doi.org/10.13039/501100001588,Enterprise Ireland,""
389,http://dx.doi.org/10.13039/501100003179,Alberta Heritage Foundation for Medical Research,""
