id,dataset_id,name,location,extension,size,description,date_stamp,format_id,type_id,code,index4blast,download_count,alternative_location
96249,369,s01.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s01.mat,mat,203446256,"",2017-04-06,6,171,FILE_CODE,,507,
96250,369,s02.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s02.mat,mat,205356726,"",2017-04-06,6,171,FILE_CODE,,206,
96251,369,s03.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s03.mat,mat,206547925,"",2017-04-06,6,171,FILE_CODE,,141,
96252,369,s04.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s04.mat,mat,200456673,"",2017-04-06,6,171,FILE_CODE,,122,
96253,369,s05.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s05.mat,mat,204209809,"",2017-04-06,6,171,FILE_CODE,,121,
96254,369,s06.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s06.mat,mat,201737794,"",2017-04-06,6,171,FILE_CODE,,100,
96255,369,s07.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s07.mat,mat,233546637,"",2017-04-06,6,171,FILE_CODE,,116,
96256,369,s08.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s08.mat,mat,202618405,"",2017-04-06,6,171,FILE_CODE,,108,
96257,369,s09.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s09.mat,mat,234672043,"",2017-04-06,6,171,FILE_CODE,,86,
96258,369,s10.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s10.mat,mat,202678732,"",2017-04-06,6,171,FILE_CODE,,79,
96259,369,s11.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s11.mat,mat,203651167,"",2017-04-06,6,171,FILE_CODE,,70,
96260,369,s12.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s12.mat,mat,208557544,"",2017-04-06,6,171,FILE_CODE,,74,
96261,369,s13.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s13.mat,mat,199330843,"",2017-04-06,6,171,FILE_CODE,,68,
96262,369,s14.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s14.mat,mat,203565516,"",2017-04-06,6,171,FILE_CODE,,73,
96263,369,s15.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s15.mat,mat,203290650,"",2017-04-06,6,171,FILE_CODE,,69,
96264,369,s16.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s16.mat,mat,204250575,"",2017-04-06,6,171,FILE_CODE,,65,
96265,369,s17.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s17.mat,mat,205150610,"",2017-04-06,6,171,FILE_CODE,,70,
96266,369,s18.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s18.mat,mat,201912526,"",2017-04-06,6,171,FILE_CODE,,65,
96267,369,s19.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s19.mat,mat,207257547,"",2017-04-06,6,171,FILE_CODE,,74,
96268,369,s20.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s20.mat,mat,202043554,"",2017-04-06,6,171,FILE_CODE,,65,
96269,369,s21.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s21.mat,mat,202697521,"",2017-04-06,6,171,FILE_CODE,,61,
96270,369,s22.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s22.mat,mat,203579859,"",2017-04-06,6,171,FILE_CODE,,66,
96271,369,s23.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s23.mat,mat,205256611,"",2017-04-06,6,171,FILE_CODE,,56,
96272,369,s24.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s24.mat,mat,202913409,"",2017-04-06,6,171,FILE_CODE,,63,
96273,369,s25.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s25.mat,mat,205061623,"",2017-04-06,6,171,FILE_CODE,,55,
96274,369,s26.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s26.mat,mat,203011452,"",2017-04-06,6,171,FILE_CODE,,56,
96275,369,s27.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s27.mat,mat,204789998,"",2017-04-06,6,171,FILE_CODE,,56,
96276,369,s28.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s28.mat,mat,205554539,"",2017-04-06,6,171,FILE_CODE,,62,
96277,369,s29.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s29.mat,mat,202928099,"",2017-04-06,6,171,FILE_CODE,,54,
96278,369,s30.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s30.mat,mat,204129671,"",2017-04-06,6,171,FILE_CODE,,50,
96279,369,s31.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s31.mat,mat,207323724,"",2017-04-06,6,171,FILE_CODE,,51,
96280,369,s32.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s32.mat,mat,206255489,"",2017-04-06,6,171,FILE_CODE,,61,
96281,369,s33.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s33.mat,mat,205696384,"",2017-04-06,6,171,FILE_CODE,,50,
96282,369,s34.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s34.mat,mat,203249088,"",2017-04-06,6,171,FILE_CODE,,45,
96283,369,s35.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s35.mat,mat,201382139,"",2017-04-06,6,171,FILE_CODE,,45,
96284,369,s37.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s37.mat,mat,205542398,"",2017-04-06,6,171,FILE_CODE,,50,
96285,369,s36.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s36.mat,mat,202238390,"",2017-04-06,6,171,FILE_CODE,,48,
96286,369,s38.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s38.mat,mat,204908512,"",2017-04-06,6,171,FILE_CODE,,47,
96287,369,s39.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s39.mat,mat,206867819,"",2017-04-06,6,171,FILE_CODE,,45,
96288,369,s40.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s40.mat,mat,200137624,"",2017-04-06,6,171,FILE_CODE,,46,
96289,369,s41.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s41.mat,mat,203184362,"",2017-04-06,6,171,FILE_CODE,,48,
96290,369,s42.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s42.mat,mat,201632098,"",2017-04-06,6,171,FILE_CODE,,47,
96291,369,s43.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s43.mat,mat,205312190,"",2017-04-06,6,171,FILE_CODE,,46,
96292,369,s44.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s44.mat,mat,208780878,"",2017-04-06,6,171,FILE_CODE,,44,
96293,369,s45.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s45.mat,mat,208130079,"",2017-04-06,6,171,FILE_CODE,,47,
96294,369,s46.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s46.mat,mat,237572784,"",2017-04-06,6,171,FILE_CODE,,58,
96295,369,s47.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s47.mat,mat,201698159,"",2017-04-06,6,171,FILE_CODE,,39,
96296,369,s48.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s48.mat,mat,205771783,"",2017-04-06,6,171,FILE_CODE,,37,
96297,369,s49.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s49.mat,mat,203699789,"",2017-04-06,6,171,FILE_CODE,,56,
96298,369,s50.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s50.mat,mat,205228049,"",2017-04-06,6,171,FILE_CODE,,59,
96299,369,s51.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s51.mat,mat,199549446,"",2017-04-06,6,171,FILE_CODE,,65,
96300,369,s52.mat,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/mat_data/s52.mat,mat,206541841,"",2017-04-06,6,171,FILE_CODE,,59,
96301,369,Questionnaire_results_of_52_subjects.xlsx,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/Questionnaire_results_of_52_subjects.xlsx,xlsx,27344,"",2017-04-06,4,131,FILE_CODE,,212,
96472,373,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/readme.txt,txt,1945,"",2017-04-26,1,1,,,3,
96473,373,default.cfg,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/default.cfg,cfg,183,A default configure file which only specified Rscript path.,2017-04-26,1,154,,,1,
96474,373,init.sh,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/init.sh,sh,107,A shell demostrating the process from pretreatment to random forest.,2017-04-26,1,113,,,1,
96475,373,init2.sh,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/init2.sh,sh,77,A shell demostrating the process of correlation and glm.,2017-04-26,1,113,,,1,
96476,373,demo.cfg,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo.cfg,cfg,1173,The configure file specified essential information used for init.sh.,2017-04-26,1,154,,,0,
96477,373,DEMO_pos-norm-metaboAnalystInput.csv,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/DEMO_pos-norm-metaboAnalystInput.csv,csv,605604,The demo file contained normalized intensities of positive ion metabolites.,2017-04-26,37,139,,,3,
96478,373,DM_lipid_neg_sample_order.list,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/DM_lipid_neg_sample_order.list,list,8329,Negative samples order in the process of Mass Spectrum.,2017-04-26,1,25,,,1,
96479,373,n28.metabolite.tab,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/n28.metabolite.tab,tab,141230,Selected metabolites used for GLM.,2017-04-26,43,139,,,0,
96480,373,DM_lipid_pos_sample_order.list,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/DM_lipid_pos_sample_order.list,list,8341,Positive samples order in the process of Mass Spectrum.,2017-04-26,1,25,,,2,
96481,373,DEMO_neg-norm-metaboAnalystInput.csv,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/DEMO_neg-norm-metaboAnalystInput.csv,csv,610792,The demo file contained normalized intensities of negative ion metabolites.,2017-04-26,37,139,,,6,
96482,373,Glm_phenotype.tab,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/Glm_phenotype.tab,tab,30481,Phenotype used for GLM.,2017-04-26,43,139,,,1,
96483,373,phenotype.tab,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/phenotype.tab,tab,84299,A copy of global phenotypes.,2017-04-26,43,139,,,3,
96484,373,metabolomeID.map,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/metabolomeID.map,map,6766,Different ID transformation map.,2017-04-26,43,139,,,3,
96485,373,Glm_cov.tab,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo_data/Glm_cov.tab,tab,11025,2nd phenotype of GLM analysis for covariance calculation.,2017-04-26,43,139,,,1,
96486,373,demo2.cfg,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/example/demo2.cfg,cfg,511,The configure file specified essential information used for init2.sh.,2017-04-26,1,154,,,1,
96487,373,README.md,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/README.md,md,3221,Readme file contained usage guide.,2017-04-26,1,1,,,1,
96488,373,T2D_lipidomcis_pos_loess.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/T2D_lipidomcis_pos_loess.R,R,862,A demo script for loess adjustment process. Part of metaX.,2017-04-26,1,113,,,1,
96489,373,randomForest_initial.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/randomForest_initial.pl,pl,3190,Random forest analysis initialization script.,2017-04-26,1,113,,,2,
96490,373,T2D_lipidomcis_neg_loess.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/T2D_lipidomcis_neg_loess.R,R,862,A demo script for loess adjustment process. Part of metaX.,2017-04-26,1,113,,,0,
96491,373,idmapping.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/idmapping.pl,pl,657,A perl script for ID check.,2017-04-26,1,113,,,1,
96492,373,JSD_distance,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/JSD_distance,unknown,28996,A script calculating JSD distance matrix.,2017-04-26,1,113,,,1,
96493,373,wilcox_rf.r,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/wilcox_rf.r,r,1881,A wilcox script for pre-treatment in random forest process.,2017-04-26,1,113,,,2,
96494,373,Kruskal-Wallis.direction.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/Kruskal-Wallis.direction.pl,pl,1046,Kruskal-Wallis test script.,2017-04-26,1,113,,,1,
96495,373,CHAOmics_metabo_init_dev.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/CHAOmics_metabo_init_dev.pl,pl,15723,Global initialization script.,2017-04-26,1,113,,,3,
96496,373,range_scaling.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/range_scaling.R,R,521,range scaling method script.,2017-04-26,1,113,,,1,
96497,373,docorelation.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/docorelation.R,R,968,Correlation calculation script.,2017-04-26,1,113,,,2,
96498,373,sortTable.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/sortTable.pl,pl,562,sort sample and metabolites in alphabet order.,2017-04-26,1,113,,,0,
96499,373,permanova.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/permanova.R,R,1704,Permanova calculation script.,2017-04-26,1,113,,,2,
96500,373,Kruskal-Wallis.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/Kruskal-Wallis.R,R,2292,Kruskal-Wallis test script.,2017-04-26,1,113,,,2,
96501,373,trim.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/trim.pl,pl,1730,A script discarding unused samples or metabolites.,2017-04-26,1,113,,,1,
96502,373,S01_1.pretreatment.sh,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/S01_1.pretreatment.sh,sh,985,A shell for pretreatment process.,2017-04-26,1,113,,,1,
96503,373,S01_2.unifyColumn.sh,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/S01_2.unifyColumn.sh,sh,201,Keep samples both retained in positive and negative mode.,2017-04-26,1,113,,,0,
96504,373,Glm_cov.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/Glm_cov.R,R,4753,GLM analysis script.,2017-04-26,1,113,,,3,
96505,373,euclidean_bray.distance,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/euclidean_bray.distance,distance,27982,A script calculating euclidean and bray distance matrix.,2017-04-26,1,113,,,2,
96506,373,replace.pl,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/replace.pl,pl,1198,A perl script transforming ID.,2017-04-26,1,113,,,2,
96507,373,avesample.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/avesample.R,R,3042,A random sampling script for random forest analysis,2017-04-26,1,113,,,12,
96508,373,randomForest_RUN.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/randomForest_RUN.R,R,6919,Random forest analysis processing script.,2017-04-26,1,113,,,2,
96509,373,wilcox.R,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/src/wilcox.R,R,1862,A wilcox test script.,2017-04-26,1,113,,,1,
96515,373,MTBLS352_20170504.isa.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100306/MTBLS352_20170504.isa.zip,zip,17657,"ISA-tab file of Metabolights dataset MTBLS352, contains experimental and sample details as well as links to data files at Metabolights.",2017-05-04,32,12,FILE_CODE,,2,
120323,429,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100341/readme.txt,txt,1973,"",2017-08-21,1,1,,,3,
120324,429,psoriasis-master.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100341/psoriasis-master.zip,zip,80716603,Archival copy of the GitHub repository https://github.com/ZengVera/psoriasis downloaded 23-Aug-2017. Please visit GitHub for most recent updates. Contains R codes and related files of this study. metaX packages is required ro run.,2017-08-21,56,126,,,1,
120340,429,pos-norm.csv,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100341/pos-norm.csv,csv,15331761,normalized data after data process,2017-08-23,37,131,FILE_CODE,,0,
120341,429,neg-norm.csv,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100341/neg-norm.csv,csv,8646633,normalized data after data process,2017-08-23,37,131,FILE_CODE,,1,
120850,441,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100350/readme.txt,txt,4699,"",2017-09-19,1,1,,,2,
120851,441,LAGOS-master.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100350/LAGOS-master.zip,zip,9156143,"Archival copy of the GitHub repository https://github.com/cont-limno/LAGOS , downloaded 15-Sept-2017. The LAGOS package provides an R interface to download LAGOS-NE data from remote databases, store this data locally, and perform a variety of filtering and subsetting operations.",2017-09-19,56,126,,,8,
120852,441,LAGOS-NE-LOCUSv1.01,http://dx.doi.org/10.6073/pasta/940b25d022c695b440e1bdbc49fbb77b,unknown,217,"Soranno P., K. Cheruvelil. 2017. LAGOS-NE-LOCUS v1.01: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013. Environmental Data Initiative. http://dx.doi.org/10.6073/pasta/940b25d022c695b440e1bdbc49fbb77b. Archival copy downloaded 18-SEPT-2017.",2017-09-19,56,133,FILE_CODE,,3,
120853,441,LAGOS-NE-GEOv1.05,http://dx.doi.org/10.6073/pasta/b88943d10c6c5c480d5230c8890b74a8,unknown,215,"Soranno P., K. Cheruvelil. 2017. LAGOS-NE-GEO v1.05: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013. Environmental Data Initiative. http://dx.doi.org/10.6073/pasta/b88943d10c6c5c480d5230c8890b74a8. Archival copy downloaded 18-SEPT-2017.",2017-09-19,56,133,FILE_CODE,,6,
120854,441,LAGOS-NE-GISv1.0.zip,http://dx.doi.org/10.6073/pasta/fb4f5687339bec467ce0ed1ea0b5f0ca,unknown,215,"Soranno P., K. Cheruvelil. 2017. LAGOS-NE-GIS v1.0: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 2013-1925. Environmental Data Initiative. http://dx.doi.org/10.6073/pasta/fb4f5687339bec467ce0ed1ea0b5f0ca. Archival copy downloaded 18-SEPT-2017.",2017-09-19,56,133,FILE_CODE,,3,
120855,441,LAGOS-NE-LIMNOv1.087.1,http://dx.doi.org/10.6073/pasta/b1b93ccf3354a7471b93eccca484d506,unknown,217,"Soranno P., K. Cheruvelil. 2017. LAGOS-NE-LIMNO v1.087.1: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013. Environmental Data Initiative. http://dx.doi.org/10.6073/pasta/b1b93ccf3354a7471b93eccca484d506.  Archival copy downloaded 18-SEPT-2017.",2017-09-19,56,133,FILE_CODE,,3,
127823,369,trial_sequence.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100295/trial_sequence.zip,zip,41909,contains trial numbering for all 52 subject datasets,2018-06-01,32,154,FILE_CODE,,50,
128564,617,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100472/readme.txt,txt,2623,"",2018-06-11,1,1,,,0,
128565,617,KREAP-master.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100472/KREAP-master.zip,zip,6946528,"Archival copy of the KREAP github repository https://github.com/ErasmusMC-Bioinformatics/KREAP downloaded 8-JUN-2018, please visit the github repository for most recent updates.",2018-06-11,56,126,,,1,
128566,617,KREAP.ova,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100472/KREAP.ova,ova,3302895104,"Archival copy of the KREAP virtual machine in OVA format, downloaded from https://bioinf-galaxian.erasmusmc.nl/owncloud/index.php/s/M6nqgYRsXVsk010/download 8-JUN-2018, please visit https://erasmusmc-bioinformatics.github.io/KREAP/ for most recent updates.",2018-06-11,6,250,,,0,
128567,617,KREAP.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100472/KREAP.zip,zip,3168916462,"Archival copy of the KREAP virtual machine in VMDK format, downloaded from https://bioinf-galaxian.erasmusmc.nl/owncloud/index.php/s/bDILN5CuolyfYgP/download 8-JUN-2018, please visit https://erasmusmc-bioinformatics.github.io/KREAP/ for most recent updates.",2018-06-11,56,250,,,0,
326175,640,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100488/readme.txt,txt,2004,"",2018-07-30,1,1,"",,2,
326176,640,gotrack-master.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100488/gotrack-master.zip,zip,2274416,Archival copy of the GitHub repository https://github.com/PavlidisLab/gotrack download 26-Jul-2018. GOTrack is a web-based system and database that provides access to historical records and trends in the Gene Ontology and GO annotations.,2018-07-30,32,126,"",,2,
326177,640,GOTrack.Rmd,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100488/GOTrack.Rmd,Rmd,33407,"R markdown file that generates figures and analyses described in the paper, using data from C2-analysis.zip and summary-files.zip.",2018-07-30,68,183,"",,2,
326178,640,C2-analysis.tar.gz,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100488/C2-analysis.tar.gz,tar,159526485,Data files (and scripts for data generation) used in the analysis of changes over time in enrichment analysis.,2018-07-30,17,180,"",,4,
326179,640,summary-files.tar.gz,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100488/summary-files.tar.gz,tar,169530984,Data files used for descriptive analysis of the GOTrack database contents at the taxon and/or gene level. See README.txt for content descriptions.,2018-07-30,17,180,"",,3,
326433,649,readme.txt,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100495/readme.txt,txt,2850,Description of the deposited files.,2018-08-15,1,1,none,,0,
326434,649,ximmer-master.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100495/ximmer-master.zip,zip,226061521,Archival copy of the github repository https://github.com/ssadedin/ximmer downloaded 14 Aug 2018. Ximmer is a tool designed to help users of exome and targeted genomic sequencing data accurately detect and interpret copy number variants. Please visit the GitHub repository for the most recent version.,2018-08-15,56,126,none,,0,
326435,649,ximmer-report-SRP132744.zip,ftp://parrot.genomics.cn/gigadb/pub/10.5524/100001_101000/100495/ximmer-report-SRP132744.zip,zip,1365650,Zip archive containing the Ximmer report for the SureSelect samples analysed in the manuscript.,2018-08-15,32,128,Multiple,,0,
